battery_id,battery_formula,working_ion,elements,formula_charge,formula_discharge,max_delta_volume,average_voltage,capacity_grav,energy_grav,stability_charge,stability_discharge,material_ids,fields_not_requested
mp-754889_Li,Li0.25-0.75MnBO3,Li,"['Mn', 'B', 'O']",LiMn4(BO3)4,Li3Mn4(BO3)4,0.024488272908526003,3.380494713333324,112.65576434357071,380.8322157899656,0.09830966732145101,0.039772785956536,"['mp-bralf', 'mp-bqysf', 'mp-bwiif']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754864_Li,Li1-1.5V(OF)2,Li,"['V', 'O', 'F']",LiV(OF)2,Li3V2(OF)4,0.034272015720992005,3.024187388333335,102.0242310898393,308.5403929662978,0.004580910416667,0.073067495384615,"['mp-brope', 'mp-bserk', 'mp-bqyrg']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754854_Li,Li0-3V4(OF3)3,Li,"['V', 'O', 'F']",V4(OF3)3,Li3V4(OF3)3,0.019428558283227003,2.997212583333326,181.26548385213374,543.2911891256192,0.013915903750000002,0.096580935559211,"['mp-ckras', 'mp-bqyqw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754900_Li,Li0-2TiFeO4,Li,"['Ti', 'Fe', 'O']",TiFeO4,Li2TiFeO4,0.10116025560831701,3.207187718333334,295.18415108808875,946.7109840163696,0.104313697916669,0.036703675000000005,"['mp-bqysq', 'mp-cuvdn', 'mp-cutyb', 'mp-cvlpo', 'mp-cunzi', 'mp-cvcsz', 'mp-cshux', 'mp-csiqv', 'mp-cshzv', 'mp-cvcxm', 'mp-curcw', 'mp-cwbbv', 'mp-cpajn']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754928_Li,Li0-1Eu2CoO4,Li,"['Eu', 'Co', 'O']",Eu2CoO4,LiEu2CoO4,0.151864721493421,-0.49540043666666606,61.783065493066665,-30.607357623870467,0.052330138035708004,0.350565489124999,"['mp-bqyts', 'mp-cshfm']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755051_Li,Li2-3Cr2FeO6,Li,"['Cr', 'Fe', 'O']",Li2Cr2FeO6,Li3Cr2FeO6,0.008662427280901,4.068852769999997,96.87634831543468,394.1755981907409,0.095774411717171,0.006717638472220001,"['mp-bsntk', 'mp-bqyyl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754939_Li,Li3-4CrFe3O8,Li,"['Cr', 'Fe', 'O']",Li3CrFe3O8,Li4CrFe3O8,0.000154595606006,3.914091363333331,71.41533139908996,279.52613183876565,0.06348861501852,0.0038029211458320005,"['mp-bqyud', 'mp-brtdl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754927_Li,Li4-5Mn2Ni3O10,Li,"['Mn', 'Ni', 'O']",Li4Mn2Ni3O10,Li5Mn2Ni3O10,0.012853628052426002,4.354066903333352,55.76029579402712,242.78405843685138,0.05957456628289601,0.014908443166668001,"['mp-breik', 'mp-bqytr']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754962_Li,Li0-3Mn2FeO6,Li,"['Mn', 'Fe', 'O']",Mn2FeO6,Li3Mn2FeO6,0.032887772485407,3.421964729999999,284.57671123912786,973.8114688396898,0.10622275972222,0.05384244395834,"['mp-bqyva', 'mp-bsgbu']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755017_Li,Li0-2V3CoO8,Li,"['V', 'Co', 'O']",V3CoO8,Li2V3CoO8,0.05137067672364801,2.425232038333338,151.57712954409598,367.6097108489444,0.044511997916666005,0.22117149071428602,"['mp-bqyxd', 'mp-branp']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755048_Li,Li1.33-2CrFeO4,Li,"['Cr', 'Fe', 'O']",Li4Cr3(FeO4)3,Li2CrFeO4,0.0051370968320210006,3.89825952333333,96.20712229121075,375.04033068420665,0.087256687626241,0.007208966666666001,"['mp-bqzwp', 'mp-bqyyi']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-754951_Li,Li0-3Fe(SbO3)4,Li,"['Fe', 'Sb', 'O']",Fe(SbO3)4,Li3Fe(SbO3)4,0.06169560909395601,3.827047448333331,106.39719242865917,407.18710379393053,0.084832964999995,0.055221446687497004,"['mp-bqyup', 'mp-braov']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755030_Li,Li0.5-1MnBO3,Li,"['Mn', 'B', 'O']",LiMn2(BO3)2,LiMnBO3,0.012613314042032002,3.431894488333331,111.03600497862858,381.0638534927078,0.07273946881819701,0.005542389583333001,"['mp-bwium', 'mp-brkzq', 'mp-bqyxq', 'mp-bvhnv']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755088_Li,Li0-1V6O7F5,Li,"['V', 'O', 'F']",V6O7F5,LiV6O7F5,0.046957713302148006,2.190456173333364,51.58318989000849,112.99071673479627,0.038439887222223,0.090441487401321,"['mp-brkzx', 'mp-bqyzw']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755063_Li,Li2-3VFe3O8,Li,"['V', 'Fe', 'O']",Li2VFe3O8,Li3VFe3O8,0.014195219578935001,2.694591148333335,72.96996429669116,196.6242198880635,0.09591957767856801,0.08485303633332801,"['mp-cpahi', 'mp-bqyyx', 'mp-cozyj', 'mp-brgsy']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755106_Li,Li1-1.5FeCuO4,Li,"['Fe', 'Cu', 'O']",LiFeCuO4,Li3Fe2(CuO4)2,0.015113506457425001,2.976155723333325,69.14723249720689,205.79293174922236,0.036439785791666006,0.070105173933333,"['mp-bsddm', 'mp-bsmlz', 'mp-bqzao']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755111_Li,Li0-1V4OF11,Li,"['V', 'O', 'F']",V4OF11,LiV4OF11,0.009167130732038,2.487966563333334,61.51518923605388,153.0477339564247,0.002526289583332,0.068218891029417,"['mp-cwdgw', 'mp-bskwx', 'mp-bqzat']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755069_Li,Li1-3Al2FeO6,Li,"['Al', 'Fe', 'O']",LiAl2FeO6,Li3Al2FeO6,0.004728772679465001,4.128403602083336,236.52455100765593,976.4688083611504,0.132898493949996,0.020887583749999,"['mp-bqyzd', 'mp-brsjd', 'mp-brwdj']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755090_Li,Li3-5Cr2Fe5O12,Li,"['Cr', 'Fe', 'O']",Li3Cr2Fe5O12,Li5Cr2Fe5O12,0.033960596440502006,3.38815880333333,87.88595507690053,297.7715723831581,0.15704691325758602,0.045583690173601005,"['mp-braxs', 'mp-bwjzp', 'mp-bqyzy']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755124_Li,Li0-2Cr(CoO3)2,Li,"['Cr', 'Co', 'O']",Cr(CoO3)2,Li2Cr(CoO3)2,0.015933454249012,3.843018160833328,191.61647155239902,736.3855800906723,0.08974724000001101,0.078006830164148,"['mp-bqzbg', 'mp-brbvt', 'mp-dpgbb', 'mp-dpnmd']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755196_Li,Li0-1V4O5F7,Li,"['V', 'O', 'F']",V4O5F7,LiV4O5F7,0.01400344936335,3.338086983333345,63.25686848681411,211.15692930226348,0.022367880624999,0.06287677978758101,"['mp-ckrar', 'mp-bqzea']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755163_Li,Li3-4TiFe3O8,Li,"['Ti', 'Fe', 'O']",Li3TiFe3O8,Li4TiFe3O8,0.002853453105017,2.551506103333328,72.2098138096436,184.24378065586893,0.054814027499998,0.029877081875000003,"['mp-bqzct', 'mp-bruzy']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755130_Li,Li0-1V4O5F7,Li,"['V', 'O', 'F']",V4O5F7,LiV4O5F7,0.0008422826019340001,3.4704425833333272,63.25686848681411,219.52933008495575,0.007078611875025001,0.040701256258169005,"['mp-bqzvc', 'mp-bqzbm']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755112_Li,Li1-5Mn3(PO4)4,Li,"['Mn', 'P', 'O']",LiMn3(PO4)4,Li5Mn3(PO4)4,0.08226379282368,4.291784965833334,185.0277469784107,794.0993027439572,0.061709961145838,0.012032993571429,"['mp-brecb', 'mp-breni', 'mp-breai', 'mp-breoq', 'mp-bqzau']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755201_Li,Li2-3Fe(CuO3)2,Li,"['Fe', 'Cu', 'O']",Li2Fe(CuO3)2,Li3Fe(CuO3)2,0.007832476585911,4.044285213333329,89.41087211270182,361.6030679966373,0.10295086641287901,0.049326528958332005,"['mp-brane', 'mp-bqzef']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755229_Li,Li0-4V4(OF3)3,Li,"['V', 'O', 'F']",V4(OF3)3,Li4V4(OF3)3,0.025997783563746,2.731576360833331,237.96367109753763,650.0159387071516,0.000505800625,0.09552001881249701,"['mp-bqzfh', 'mp-bsdwd', 'mp-brozt']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755220_Li,Li3-4CrNi3O8,Li,"['Cr', 'Ni', 'O']",Li3CrNi3O8,Li4CrNi3O8,0.0036739620206410004,3.555958013333328,69.82543601455284,248.29631873044275,0.089458062666667,0.038079529895833006,"['mp-bqzey', 'mp-brcar']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755202_Li,Li4-6Fe5NiO12,Li,"['Fe', 'Ni', 'O']",Li4Fe5NiO12,Li6Fe5NiO12,0.046306068603873006,3.95228533833333,93.78407321389318,370.6614175324496,0.08857694737852201,0.038042480451386,"['mp-cozxx', 'mp-bqzeg', 'mp-broxd']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755233_Li,Li0-3TiMn3O8,Li,"['Ti', 'Mn', 'O']",TiMn3O8,Li3TiMn3O8,0.05144924391083901,3.284870983333334,222.41933982006267,730.6188355070802,0.07498498812500101,0.062262205666665,"['mp-brboa', 'mp-bqzfl']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755249_Li,Li1-2NiSnO4,Li,"['Ni', 'Sn', 'O']",LiNiSnO4,Li2NiSnO4,0.005699834429628001,3.852479748333334,104.9873322758033,404.46157142407486,0.068773148869049,0.012322317812501002,"['mp-brdzr', 'mp-bqzgb']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755221_Li,Li0-2V5CoO12,Li,"['V', 'Co', 'O']",V5CoO12,Li2V5CoO12,0.015482114668237,2.6909737133333262,103.17875560329107,277.65131910289983,0.057845585277776,0.153599703999999,"['mp-exgig', 'mp-brcub', 'mp-bqzez']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755268_Li,Li0-1V6O7F5,Li,"['V', 'O', 'F']",V6O7F5,LiV6O7F5,0.038908318521162,1.986113113333322,51.58318989000849,102.45004986810872,0.037817736666665006,0.10060697950658301,"['mp-bqzgu', 'mp-bsemz']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755271_Li,Li0.67-1NiBO3,Li,"['Ni', 'B', 'O']",Li2Ni3(BO3)3,LiNiBO3,0.0013791488085470001,4.763462073333347,71.79016878694149,341.96974625479527,0.09412455058822701,0.015267630694448002,"['mp-cpalo', 'mp-brfry', 'mp-bqzgx']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
mp-755276_Li,Li0-6Mn5FeO12,Li,"['Mn', 'Fe', 'O']",Mn5FeO12,Li6Mn5FeO12,0.10470916006473001,3.133320163333332,285.0341911295603,893.1033783056583,0.064062876944445,0.082299149687501,"['mp-bqzhc', 'mp-brays', 'mp-bromr']","['builder_meta', 'battery_type', 'thermo_type', 'num_steps', 'max_voltage_step', 'last_updated', 'framework', 'framework_formula', 'nelements', 'chemsys', 'formula_anonymous', 'warnings', 'capacity_vol', 'energy_vol', 'fracA_charge', 'fracA_discharge', 'id_charge', 'id_discharge', 'host_structure', 'adj_pairs', 'entries_composition_summary', 'electrode_object']"
